step,row,col,x,y,z
0,0,0,-1.5,3,-1.5
0,0,1,-1.375,3,-1.5
0,0,2,-1.25,3,-1.5
0,0,3,-1.125,3,-1.5
0,0,4,-1,3,-1.5
0,0,5,-0.875,3,-1.5
0,0,6,-0.75,3,-1.5
0,0,7,-0.625,3,-1.5
0,0,8,-0.5,3,-1.5
0,0,9,-0.375,3,-1.5
0,0,10,-0.25,3,-1.5
0,0,11,-0.125,3,-1.5
0,0,12,0,3,-1.5
0,0,13,0.125,3,-1.5
0,0,14,0.25,3,-1.5
0,0,15,0.375,3,-1.5
0,0,16,0.5,3,-1.5
0,0,17,0.625,3,-1.5
0,0,18,0.75,3,-1.5
0,0,19,0.875,3,-1.5
0,0,20,1,3,-1.5
0,0,21,1.125,3,-1.5
0,0,22,1.25,3,-1.5
0,0,23,1.375,3,-1.5
0,0,24,1.5,3,-1.5
0,1,0,-1.5,3,-1.375
0,1,1,-1.375,3,-1.375
0,1,2,-1.25,3,-1.375
0,1,3,-1.125,3,-1.375
0,1,4,-1,3,-1.375
0,1,5,-0.875,3,-1.375
0,1,6,-0.75,3,-1.375
0,1,7,-0.625,3,-1.375
0,1,8,-0.5,3,-1.375
0,1,9,-0.375,3,-1.375
0,1,10,-0.25,3,-1.375
0,1,11,-0.125,3,-1.375
0,1,12,0,3,-1.375
0,1,13,0.125,3,-1.375
0,1,14,0.25,3,-1.375
0,1,15,0.375,3,-1.375
0,1,16,0.5,3,-1.375
0,1,17,0.625,3,-1.375
0,1,18,0.75,3,-1.375
0,1,19,0.875,3,-1.375
0,1,20,1,3,-1.375
0,1,21,1.125,3,-1.375
0,1,22,1.25,3,-1.375
0,1,23,1.375,3,-1.375
0,1,24,1.5,3,-1.375
0,2,0,-1.5,3,-1.25
0,2,1,-1.375,3,-1.25
0,2,2,-1.25,3,-1.25
0,2,3,-1.125,3,-1.25
0,2,4,-1,3,-1.25
0,2,5,-0.875,3,-1.25
0,2,6,-0.75,3,-1.25
0,2,7,-0.625,3,-1.25
0,2,8,-0.5,3,-1.25
0,2,9,-0.375,3,-1.25
0,2,10,-0.25,3,-1.25
0,2,11,-0.125,3,-1.25
0,2,12,0,3,-1.25
0,2,13,0.125,3,-1.25
0,2,14,0.25,3,-1.25
0,2,15,0.375,3,-1.25
0,2,16,0.5,3,-1.25
0,2,17,0.625,3,-1.25
0,2,18,0.75,3,-1.25
0,2,19,0.875,3,-1.25
0,2,20,1,3,-1.25
0,2,21,1.125,3,-1.25
0,2,22,1.25,3,-1.25
0,2,23,1.375,3,-1.25
0,2,24,1.5,3,-1.25
0,3,0,-1.5,3,-1.125
0,3,1,-1.375,3,-1.125
0,3,2,-1.25,3,-1.125
0,3,3,-1.125,3,-1.125
0,3,4,-1,3,-1.125
0,3,5,-0.875,3,-1.125
0,3,6,-0.75,3,-1.125
0,3,7,-0.625,3,-1.125
0,3,8,-0.5,3,-1.125
0,3,9,-0.375,3,-1.125
0,3,10,-0.25,3,-1.125
0,3,11,-0.125,3,-1.125
0,3,12,0,3,-1.125
0,3,13,0.125,3,-1.125
0,3,14,0.25,3,-1.125
0,3,15,0.375,3,-1.125
0,3,16,0.5,3,-1.125
0,3,17,0.625,3,-1.125
0,3,18,0.75,3,-1.125
0,3,19,0.875,3,-1.125
0,3,20,1,3,-1.125
0,3,21,1.125,3,-1.125
0,3,22,1.25,3,-1.125
0,3,23,1.375,3,-1.125
0,3,24,1.5,3,-1.125
0,4,0,-1.5,3,-1
0,4,1,-1.375,3,-1
0,4,2,-1.25,3,-1
0,4,3,-1.125,3,-1
0,4,4,-1,3,-1
0,4,5,-0.875,3,-1
0,4,6,-0.75,3,-1
0,4,7,-0.625,3,-1
0,4,8,-0.5,3,-1
0,4,9,-0.375,3,-1
0,4,10,-0.25,3,-1
0,4,11,-0.125,3,-1
0,4,12,0,3,-1
0,4,13,0.125,3,-1
0,4,14,0.25,3,-1
0,4,15,0.375,3,-1
0,4,16,0.5,3,-1
0,4,17,0.625,3,-1
0,4,18,0.75,3,-1
0,4,19,0.875,3,-1
0,4,20,1,3,-1
0,4,21,1.125,3,-1
0,4,22,1.25,3,-1
0,4,23,1.375,3,-1
0,4,24,1.5,3,-1
0,5,0,-1.5,3,-0.875
0,5,1,-1.375,3,-0.875
0,5,2,-1.25,3,-0.875
0,5,3,-1.125,3,-0.875
0,5,4,-1,3,-0.875
0,5,5,-0.875,3,-0.875
0,5,6,-0.75,3,-0.875
0,5,7,-0.625,3,-0.875
0,5,8,-0.5,3,-0.875
0,5,9,-0.375,3,-0.875
0,5,10,-0.25,3,-0.875
0,5,11,-0.125,3,-0.875
0,5,12,0,3,-0.875
0,5,13,0.125,3,-0.875
0,5,14,0.25,3,-0.875
0,5,15,0.375,3,-0.875
0,5,16,0.5,3,-0.875
0,5,17,0.625,3,-0.875
0,5,18,0.75,3,-0.875
0,5,19,0.875,3,-0.875
0,5,20,1,3,-0.875
0,5,21,1.125,3,-0.875
0,5,22,1.25,3,-0.875
0,5,23,1.375,3,-0.875
0,5,24,1.5,3,-0.875
0,6,0,-1.5,3,-0.75
0,6,1,-1.375,3,-0.75
0,6,2,-1.25,3,-0.75
0,6,3,-1.125,3,-0.75
0,6,4,-1,3,-0.75
0,6,5,-0.875,3,-0.75
0,6,6,-0.75,3,-0.75
0,6,7,-0.625,3,-0.75
0,6,8,-0.5,3,-0.75
0,6,9,-0.375,3,-0.75
0,6,10,-0.25,3,-0.75
0,6,11,-0.125,3,-0.75
0,6,12,0,3,-0.75
0,6,13,0.125,3,-0.75
0,6,14,0.25,3,-0.75
0,6,15,0.375,3,-0.75
0,6,16,0.5,3,-0.75
0,6,17,0.625,3,-0.75
0,6,18,0.75,3,-0.75
0,6,19,0.875,3,-0.75
0,6,20,1,3,-0.75
0,6,21,1.125,3,-0.75
0,6,22,1.25,3,-0.75
0,6,23,1.375,3,-0.75
0,6,24,1.5,3,-0.75
0,7,0,-1.5,3,-0.625
0,7,1,-1.375,3,-0.625
0,7,2,-1.25,3,-0.625
0,7,3,-1.125,3,-0.625
0,7,4,-1,3,-0.625
0,7,5,-0.875,3,-0.625
0,7,6,-0.75,3,-0.625
0,7,7,-0.625,3,-0.625
0,7,8,-0.5,3,-0.625
0,7,9,-0.375,3,-0.625
0,7,10,-0.25,3,-0.625
0,7,11,-0.125,3,-0.625
0,7,12,0,3,-0.625
0,7,13,0.125,3,-0.625
0,7,14,0.25,3,-0.625
0,7,15,0.375,3,-0.625
0,7,16,0.5,3,-0.625
0,7,17,0.625,3,-0.625
0,7,18,0.75,3,-0.625
0,7,19,0.875,3,-0.625
0,7,20,1,3,-0.625
0,7,21,1.125,3,-0.625
0,7,22,1.25,3,-0.625
0,7,23,1.375,3,-0.625
0,7,24,1.5,3,-0.625
0,8,0,-1.5,3,-0.5
0,8,1,-1.375,3,-0.5
0,8,2,-1.25,3,-0.5
0,8,3,-1.125,3,-0.5
0,8,4,-1,3,-0.5
0,8,5,-0.875,3,-0.5
0,8,6,-0.75,3,-0.5
0,8,7,-0.625,3,-0.5
0,8,8,-0.5,3,-0.5
0,8,9,-0.375,3,-0.5
0,8,10,-0.25,3,-0.5
0,8,11,-0.125,3,-0.5
0,8,12,0,3,-0.5
0,8,13,0.125,3,-0.5
0,8,14,0.25,3,-0.5
0,8,15,0.375,3,-0.5
0,8,16,0.5,3,-0.5
0,8,17,0.625,3,-0.5
0,8,18,0.75,3,-0.5
0,8,19,0.875,3,-0.5
0,8,20,1,3,-0.5
0,8,21,1.125,3,-0.5
0,8,22,1.25,3,-0.5
0,8,23,1.375,3,-0.5
0,8,24,1.5,3,-0.5
0,9,0,-1.5,3,-0.375
0,9,1,-1.375,3,-0.375
0,9,2,-1.25,3,-0.375
0,9,3,-1.125,3,-0.375
0,9,4,-1,3,-0.375
0,9,5,-0.875,3,-0.375
0,9,6,-0.75,3,-0.375
0,9,7,-0.625,3,-0.375
0,9,8,-0.5,3,-0.375
0,9,9,-0.375,3,-0.375
0,9,10,-0.25,3,-0.375
0,9,11,-0.125,3,-0.375
0,9,12,0,3,-0.375
0,9,13,0.125,3,-0.375
0,9,14,0.25,3,-0.375
0,9,15,0.375,3,-0.375
0,9,16,0.5,3,-0.375
0,9,17,0.625,3,-0.375
0,9,18,0.75,3,-0.375
0,9,19,0.875,3,-0.375
0,9,20,1,3,-0.375
0,9,21,1.125,3,-0.375
0,9,22,1.25,3,-0.375
0,9,23,1.375,3,-0.375
0,9,24,1.5,3,-0.375
0,10,0,-1.5,3,-0.25
0,10,1,-1.375,3,-0.25
0,10,2,-1.25,3,-0.25
0,10,3,-1.125,3,-0.25
0,10,4,-1,3,-0.25
0,10,5,-0.875,3,-0.25
0,10,6,-0.75,3,-0.25
0,10,7,-0.625,3,-0.25
0,10,8,-0.5,3,-0.25
0,10,9,-0.375,3,-0.25
0,10,10,-0.25,3,-0.25
0,10,11,-0.125,3,-0.25
0,10,12,0,3,-0.25
0,10,13,0.125,3,-0.25
0,10,14,0.25,3,-0.25
0,10,15,0.375,3,-0.25
0,10,16,0.5,3,-0.25
0,10,17,0.625,3,-0.25
0,10,18,0.75,3,-0.25
0,10,19,0.875,3,-0.25
0,10,20,1,3,-0.25
0,10,21,1.125,3,-0.25
0,10,22,1.25,3,-0.25
0,10,23,1.375,3,-0.25
0,10,24,1.5,3,-0.25
0,11,0,-1.5,3,-0.125
0,11,1,-1.375,3,-0.125
0,11,2,-1.25,3,-0.125
0,11,3,-1.125,3,-0.125
0,11,4,-1,3,-0.125
0,11,5,-0.875,3,-0.125
0,11,6,-0.75,3,-0.125
0,11,7,-0.625,3,-0.125
0,11,8,-0.5,3,-0.125
0,11,9,-0.375,3,-0.125
0,11,10,-0.25,3,-0.125
0,11,11,-0.125,3,-0.125
0,11,12,0,3,-0.125
0,11,13,0.125,3,-0.125
0,11,14,0.25,3,-0.125
0,11,15,0.375,3,-0.125
0,11,16,0.5,3,-0.125
0,11,17,0.625,3,-0.125
0,11,18,0.75,3,-0.125
0,11,19,0.875,3,-0.125
0,11,20,1,3,-0.125
0,11,21,1.125,3,-0.125
0,11,22,1.25,3,-0.125
0,11,23,1.375,3,-0.125
0,11,24,1.5,3,-0.125
0,12,0,-1.5,3,0
0,12,1,-1.375,3,0
0,12,2,-1.25,3,0
0,12,3,-1.125,3,0
0,12,4,-1,3,0
0,12,5,-0.875,3,0
0,12,6,-0.75,3,0
0,12,7,-0.625,3,0
0,12,8,-0.5,3,0
0,12,9,-0.375,3,0
0,12,10,-0.25,3,0
0,12,11,-0.125,3,0
0,12,12,0,3,0
0,12,13,0.125,3,0
0,12,14,0.25,3,0
0,12,15,0.375,3,0
0,12,16,0.5,3,0
0,12,17,0.625,3,0
0,12,18,0.75,3,0
0,12,19,0.875,3,0
0,12,20,1,3,0
0,12,21,1.125,3,0
0,12,22,1.25,3,0
0,12,23,1.375,3,0
0,12,24,1.5,3,0
0,13,0,-1.5,3,0.125
0,13,1,-1.375,3,0.125
0,13,2,-1.25,3,0.125
0,13,3,-1.125,3,0.125
0,13,4,-1,3,0.125
0,13,5,-0.875,3,0.125
0,13,6,-0.75,3,0.125
0,13,7,-0.625,3,0.125
0,13,8,-0.5,3,0.125
0,13,9,-0.375,3,0.125
0,13,10,-0.25,3,0.125
0,13,11,-0.125,3,0.125
0,13,12,0,3,0.125
0,13,13,0.125,3,0.125
0,13,14,0.25,3,0.125
0,13,15,0.375,3,0.125
0,13,16,0.5,3,0.125
0,13,17,0.625,3,0.125
0,13,18,0.75,3,0.125
0,13,19,0.875,3,0.125
0,13,20,1,3,0.125
0,13,21,1.125,3,0.125
0,13,22,1.25,3,0.125
0,13,23,1.375,3,0.125
0,13,24,1.5,3,0.125
0,14,0,-1.5,3,0.25
0,14,1,-1.375,3,0.25
0,14,2,-1.25,3,0.25
0,14,3,-1.125,3,0.25
0,14,4,-1,3,0.25
0,14,5,-0.875,3,0.25
0,14,6,-0.75,3,0.25
0,14,7,-0.625,3,0.25
0,14,8,-0.5,3,0.25
0,14,9,-0.375,3,0.25
0,14,10,-0.25,3,0.25
0,14,11,-0.125,3,0.25
0,14,12,0,3,0.25
0,14,13,0.125,3,0.25
0,14,14,0.25,3,0.25
0,14,15,0.375,3,0.25
0,14,16,0.5,3,0.25
0,14,17,0.625,3,0.25
0,14,18,0.75,3,0.25
0,14,19,0.875,3,0.25
0,14,20,1,3,0.25
0,14,21,1.125,3,0.25
0,14,22,1.25,3,0.25
0,14,23,1.375,3,0.25
0,14,24,1.5,3,0.25
0,15,0,-1.5,3,0.375
0,15,1,-1.375,3,0.375
0,15,2,-1.25,3,0.375
0,15,3,-1.125,3,0.375
0,15,4,-1,3,0.375
0,15,5,-0.875,3,0.375
0,15,6,-0.75,3,0.375
0,15,7,-0.625,3,0.375
0,15,8,-0.5,3,0.375
0,15,9,-0.375,3,0.375
0,15,10,-0.25,3,0.375
0,15,11,-0.125,3,0.375
0,15,12,0,3,0.375
0,15,13,0.125,3,0.375
0,15,14,0.25,3,0.375
0,15,15,0.375,3,0.375
0,15,16,0.5,3,0.375
0,15,17,0.625,3,0.375
0,15,18,0.75,3,0.375
0,15,19,0.875,3,0.375
0,15,20,1,3,0.375
0,15,21,1.125,3,0.375
0,15,22,1.25,3,0.375
0,15,23,1.375,3,0.375
0,15,24,1.5,3,0.375
0,16,0,-1.5,3,0.5
0,16,1,-1.375,3,0.5
0,16,2,-1.25,3,0.5
0,16,3,-1.125,3,0.5
0,16,4,-1,3,0.5
0,16,5,-0.875,3,0.5
0,16,6,-0.75,3,0.5
0,16,7,-0.625,3,0.5
0,16,8,-0.5,3,0.5
0,16,9,-0.375,3,0.5
0,16,10,-0.25,3,0.5
0,16,11,-0.125,3,0.5
0,16,12,0,3,0.5
0,16,13,0.125,3,0.5
0,16,14,0.25,3,0.5
0,16,15,0.375,3,0.5
0,16,16,0.5,3,0.5
0,16,17,0.625,3,0.5
0,16,18,0.75,3,0.5
0,16,19,0.875,3,0.5
0,16,20,1,3,0.5
0,16,21,1.125,3,0.5
0,16,22,1.25,3,0.5
0,16,23,1.375,3,0.5
0,16,24,1.5,3,0.5
0,17,0,-1.5,3,0.625
0,17,1,-1.375,3,0.625
0,17,2,-1.25,3,0.625
0,17,3,-1.125,3,0.625
0,17,4,-1,3,0.625
0,17,5,-0.875,3,0.625
0,17,6,-0.75,3,0.625
0,17,7,-0.625,3,0.625
0,17,8,-0.5,3,0.625
0,17,9,-0.375,3,0.625
0,17,10,-0.25,3,0.625
0,17,11,-0.125,3,0.625
0,17,12,0,3,0.625
0,17,13,0.125,3,0.625
0,17,14,0.25,3,0.625
0,17,15,0.375,3,0.625
0,17,16,0.5,3,0.625
0,17,17,0.625,3,0.625
0,17,18,0.75,3,0.625
0,17,19,0.875,3,0.625
0,17,20,1,3,0.625
0,17,21,1.125,3,0.625
0,17,22,1.25,3,0.625
0,17,23,1.375,3,0.625
0,17,24,1.5,3,0.625
0,18,0,-1.5,3,0.75
0,18,1,-1.375,3,0.75
0,18,2,-1.25,3,0.75
0,18,3,-1.125,3,0.75
0,18,4,-1,3,0.75
0,18,5,-0.875,3,0.75
0,18,6,-0.75,3,0.75
0,18,7,-0.625,3,0.75
0,18,8,-0.5,3,0.75
0,18,9,-0.375,3,0.75
0,18,10,-0.25,3,0.75
0,18,11,-0.125,3,0.75
0,18,12,0,3,0.75
0,18,13,0.125,3,0.75
0,18,14,0.25,3,0.75
0,18,15,0.375,3,0.75
0,18,16,0.5,3,0.75
0,18,17,0.625,3,0.75
0,18,18,0.75,3,0.75
0,18,19,0.875,3,0.75
0,18,20,1,3,0.75
0,18,21,1.125,3,0.75
0,18,22,1.25,3,0.75
0,18,23,1.375,3,0.75
0,18,24,1.5,3,0.75
0,19,0,-1.5,3,0.875
0,19,1,-1.375,3,0.875
0,19,2,-1.25,3,0.875
0,19,3,-1.125,3,0.875
0,19,4,-1,3,0.875
0,19,5,-0.875,3,0.875
0,19,6,-0.75,3,0.875
0,19,7,-0.625,3,0.875
0,19,8,-0.5,3,0.875
0,19,9,-0.375,3,0.875
0,19,10,-0.25,3,0.875
0,19,11,-0.125,3,0.875
0,19,12,0,3,0.875
0,19,13,0.125,3,0.875
0,19,14,0.25,3,0.875
0,19,15,0.375,3,0.875
0,19,16,0.5,3,0.875
0,19,17,0.625,3,0.875
0,19,18,0.75,3,0.875
0,19,19,0.875,3,0.875
0,19,20,1,3,0.875
0,19,21,1.125,3,0.875
0,19,22,1.25,3,0.875
0,19,23,1.375,3,0.875
0,19,24,1.5,3,0.875
0,20,0,-1.5,3,1
0,20,1,-1.375,3,1
0,20,2,-1.25,3,1
0,20,3,-1.125,3,1
0,20,4,-1,3,1
0,20,5,-0.875,3,1
0,20,6,-0.75,3,1
0,20,7,-0.625,3,1
0,20,8,-0.5,3,1
0,20,9,-0.375,3,1
0,20,10,-0.25,3,1
0,20,11,-0.125,3,1
0,20,12,0,3,1
0,20,13,0.125,3,1
0,20,14,0.25,3,1
0,20,15,0.375,3,1
0,20,16,0.5,3,1
0,20,17,0.625,3,1
0,20,18,0.75,3,1
0,20,19,0.875,3,1
0,20,20,1,3,1
0,20,21,1.125,3,1
0,20,22,1.25,3,1
0,20,23,1.375,3,1
0,20,24,1.5,3,1
0,21,0,-1.5,3,1.125
0,21,1,-1.375,3,1.125
0,21,2,-1.25,3,1.125
0,21,3,-1.125,3,1.125
0,21,4,-1,3,1.125
0,21,5,-0.875,3,1.125
0,21,6,-0.75,3,1.125
0,21,7,-0.625,3,1.125
0,21,8,-0.5,3,1.125
0,21,9,-0.375,3,1.125
0,21,10,-0.25,3,1.125
0,21,11,-0.125,3,1.125
0,21,12,0,3,1.125
0,21,13,0.125,3,1.125
0,21,14,0.25,3,1.125
0,21,15,0.375,3,1.125
0,21,16,0.5,3,1.125
0,21,17,0.625,3,1.125
0,21,18,0.75,3,1.125
0,21,19,0.875,3,1.125
0,21,20,1,3,1.125
0,21,21,1.125,3,1.125
0,21,22,1.25,3,1.125
0,21,23,1.375,3,1.125
0,21,24,1.5,3,1.125
0,22,0,-1.5,3,1.25
0,22,1,-1.375,3,1.25
0,22,2,-1.25,3,1.25
0,22,3,-1.125,3,1.25
0,22,4,-1,3,1.25
0,22,5,-0.875,3,1.25
0,22,6,-0.75,3,1.25
0,22,7,-0.625,3,1.25
0,22,8,-0.5,3,1.25
0,22,9,-0.375,3,1.25
0,22,10,-0.25,3,1.25
0,22,11,-0.125,3,1.25
0,22,12,0,3,1.25
0,22,13,0.125,3,1.25
0,22,14,0.25,3,1.25
0,22,15,0.375,3,1.25
0,22,16,0.5,3,1.25
0,22,17,0.625,3,1.25
0,22,18,0.75,3,1.25
0,22,19,0.875,3,1.25
0,22,20,1,3,1.25
0,22,21,1.125,3,1.25
0,22,22,1.25,3,1.25
0,22,23,1.375,3,1.25
0,22,24,1.5,3,1.25
0,23,0,-1.5,3,1.375
0,23,1,-1.375,3,1.375
0,23,2,-1.25,3,1.375
0,23,3,-1.125,3,1.375
0,23,4,-1,3,1.375
0,23,5,-0.875,3,1.375
0,23,6,-0.75,3,1.375
0,23,7,-0.625,3,1.375
0,23,8,-0.5,3,1.375
0,23,9,-0.375,3,1.375
0,23,10,-0.25,3,1.375
0,23,11,-0.125,3,1.375
0,23,12,0,3,1.375
0,23,13,0.125,3,1.375
0,23,14,0.25,3,1.375
0,23,15,0.375,3,1.375
0,23,16,0.5,3,1.375
0,23,17,0.625,3,1.375
0,23,18,0.75,3,1.375
0,23,19,0.875,3,1.375
0,23,20,1,3,1.375
0,23,21,1.125,3,1.375
0,23,22,1.25,3,1.375
0,23,23,1.375,3,1.375
0,23,24,1.5,3,1.375
0,24,0,-1.5,3,1.5
0,24,1,-1.375,3,1.5
0,24,2,-1.25,3,1.5
0,24,3,-1.125,3,1.5
0,24,4,-1,3,1.5
0,24,5,-0.875,3,1.5
0,24,6,-0.75,3,1.5
0,24,7,-0.625,3,1.5
0,24,8,-0.5,3,1.5
0,24,9,-0.375,3,1.5
0,24,10,-0.25,3,1.5
0,24,11,-0.125,3,1.5
0,24,12,0,3,1.5
0,24,13,0.125,3,1.5
0,24,14,0.25,3,1.5
0,24,15,0.375,3,1.5
0,24,16,0.5,3,1.5
0,24,17,0.625,3,1.5
0,24,18,0.75,3,1.5
0,24,19,0.875,3,1.5
0,24,20,1,3,1.5
0,24,21,1.125,3,1.5
0,24,22,1.25,3,1.5
0,24,23,1.375,3,1.5
0,24,24,1.5,3,1.5
10,0,0,-1.5,2.98664,-1.5
10,0,1,-1.375,2.98664,-1.5
10,0,2,-1.25,2.98664,-1.5
10,0,3,-1.125,2.98664,-1.5
10,0,4,-1,2.98664,-1.5
10,0,5,-0.875,2.98664,-1.5
10,0,6,-0.75,2.98664,-1.5
10,0,7,-0.625,2.98664,-1.5
10,0,8,-0.5,2.98664,-1.5
10,0,9,-0.375,2.98664,-1.5
10,0,10,-0.25,2.98664,-1.5
10,0,11,-0.125,2.98664,-1.5
10,0,12,0,2.98664,-1.5
10,0,13,0.125,2.98664,-1.5
10,0,14,0.25,2.98664,-1.5
10,0,15,0.375,2.98664,-1.5
10,0,16,0.5,2.98664,-1.5
10,0,17,0.625,2.98664,-1.5
10,0,18,0.75,2.98664,-1.5
10,0,19,0.875,2.98664,-1.5
10,0,20,1,2.98664,-1.5
10,0,21,1.125,2.98664,-1.5
10,0,22,1.25,2.98664,-1.5
10,0,23,1.375,2.98664,-1.5
10,0,24,1.5,2.98664,-1.5
10,1,0,-1.5,2.98664,-1.375
10,1,1,-1.375,2.98664,-1.375
10,1,2,-1.25,2.98664,-1.375
10,1,3,-1.125,2.98664,-1.375
10,1,4,-1,2.98664,-1.375
10,1,5,-0.875,2.98664,-1.375
10,1,6,-0.75,2.98664,-1.375
10,1,7,-0.625,2.98664,-1.375
10,1,8,-0.5,2.98664,-1.375
10,1,9,-0.375,2.98664,-1.375
10,1,10,-0.25,2.98664,-1.375
10,1,11,-0.125,2.98664,-1.375
10,1,12,0,2.98664,-1.375
10,1,13,0.125,2.98664,-1.375
10,1,14,0.25,2.98664,-1.375
10,1,15,0.375,2.98664,-1.375
10,1,16,0.5,2.98664,-1.375
10,1,17,0.625,2.98664,-1.375
10,1,18,0.75,2.98664,-1.375
10,1,19,0.875,2.98664,-1.375
10,1,20,1,2.98664,-1.375
10,1,21,1.125,2.98664,-1.375
10,1,22,1.25,2.98664,-1.375
10,1,23,1.375,2.98664,-1.375
10,1,24,1.5,2.98664,-1.375
10,2,0,-1.5,2.98664,-1.25
10,2,1,-1.375,2.98664,-1.25
10,2,2,-1.25,2.98664,-1.25
10,2,3,-1.125,2.98664,-1.25
10,2,4,-1,2.98664,-1.25
10,2,5,-0.875,2.98664,-1.25
10,2,6,-0.75,2.98664,-1.25
10,2,7,-0.625,2.98664,-1.25
10,2,8,-0.5,2.98664,-1.25
10,2,9,-0.375,2.98664,-1.25
10,2,10,-0.25,2.98664,-1.25
10,2,11,-0.125,2.98664,-1.25
10,2,12,0,2.98664,-1.25
10,2,13,0.125,2.98664,-1.25
10,2,14,0.25,2.98664,-1.25
10,2,15,0.375,2.98664,-1.25
10,2,16,0.5,2.98664,-1.25
10,2,17,0.625,2.98664,-1.25
10,2,18,0.75,2.98664,-1.25
10,2,19,0.875,2.98664,-1.25
10,2,20,1,2.98664,-1.25
10,2,21,1.125,2.98664,-1.25
10,2,22,1.25,2.98664,-1.25
10,2,23,1.375,2.98664,-1.25
10,2,24,1.5,2.98664,-1.25
10,3,0,-1.5,2.98664,-1.125
10,3,1,-1.375,2.98664,-1.125
10,3,2,-1.25,2.98664,-1.125
10,3,3,-1.125,2.98664,-1.125
10,3,4,-1,2.98664,-1.125
10,3,5,-0.875,2.98664,-1.125
10,3,6,-0.75,2.98664,-1.125
10,3,7,-0.625,2.98664,-1.125
10,3,8,-0.5,2.98664,-1.125
10,3,9,-0.375,2.98664,-1.125
10,3,10,-0.25,2.98664,-1.125
10,3,11,-0.125,2.98664,-1.125
10,3,12,0,2.98664,-1.125
10,3,13,0.125,2.98664,-1.125
10,3,14,0.25,2.98664,-1.125
10,3,15,0.375,2.98664,-1.125
10,3,16,0.5,2.98664,-1.125
10,3,17,0.625,2.98664,-1.125
10,3,18,0.75,2.98664,-1.125
10,3,19,0.875,2.98664,-1.125
10,3,20,1,2.98664,-1.125
10,3,21,1.125,2.98664,-1.125
10,3,22,1.25,2.98664,-1.125
10,3,23,1.375,2.98664,-1.125
10,3,24,1.5,2.98664,-1.125
10,4,0,-1.5,2.98664,-1
10,4,1,-1.375,2.98664,-1
10,4,2,-1.25,2.98664,-1
10,4,3,-1.125,2.98664,-1
10,4,4,-1,2.98664,-1
10,4,5,-0.875,2.98664,-1
10,4,6,-0.75,2.98664,-1
10,4,7,-0.625,2.98664,-1
10,4,8,-0.5,2.98664,-1
10,4,9,-0.375,2.98664,-1
10,4,10,-0.25,2.98664,-1
10,4,11,-0.125,2.98664,-1
10,4,12,0,2.98664,-1
10,4,13,0.125,2.98664,-1
10,4,14,0.25,2.98664,-1
10,4,15,0.375,2.98664,-1
10,4,16,0.5,2.98664,-1
10,4,17,0.625,2.98664,-1
10,4,18,0.75,2.98664,-1
10,4,19,0.875,2.98664,-1
10,4,20,1,2.98664,-1
10,4,21,1.125,2.98664,-1
10,4,22,1.25,2.98664,-1
10,4,23,1.375,2.98664,-1
10,4,24,1.5,2.98664,-1
10,5,0,-1.5,2.98664,-0.875
10,5,1,-1.375,2.98664,-0.875
10,5,2,-1.25,2.98664,-0.875
10,5,3,-1.125,2.98664,-0.875
10,5,4,-1,2.98664,-0.875
10,5,5,-0.875,2.98664,-0.875
10,5,6,-0.75,2.98664,-0.875
10,5,7,-0.625,2.98664,-0.875
10,5,8,-0.5,2.98664,-0.875
10,5,9,-0.375,2.98664,-0.875
10,5,10,-0.25,2.98664,-0.875
10,5,11,-0.125,2.98664,-0.875
10,5,12,0,2.98664,-0.875
10,5,13,0.125,2.98664,-0.875
10,5,14,0.25,2.98664,-0.875
10,5,15,0.375,2.98664,-0.875
10,5,16,0.5,2.98664,-0.875
10,5,17,0.625,2.98664,-0.875
10,5,18,0.75,2.98664,-0.875
10,5,19,0.875,2.98664,-0.875
10,5,20,1,2.98664,-0.875
10,5,21,1.125,2.98664,-0.875
10,5,22,1.25,2.98664,-0.875
10,5,23,1.375,2.98664,-0.875
10,5,24,1.5,2.98664,-0.875
10,6,0,-1.5,2.98664,-0.75
10,6,1,-1.375,2.98664,-0.75
10,6,2,-1.25,2.98664,-0.75
10,6,3,-1.125,2.98664,-0.75
10,6,4,-1,2.98664,-0.75
10,6,5,-0.875,2.98664,-0.75
10,6,6,-0.75,2.98664,-0.75
10,6,7,-0.625,2.98664,-0.75
10,6,8,-0.5,2.98664,-0.75
10,6,9,-0.375,2.98664,-0.75
10,6,10,-0.25,2.98664,-0.75
10,6,11,-0.125,2.98664,-0.75
10,6,12,0,2.98664,-0.75
10,6,13,0.125,2.98664,-0.75
10,6,14,0.25,2.98664,-0.75
10,6,15,0.375,2.98664,-0.75
10,6,16,0.5,2.98664,-0.75
10,6,17,0.625,2.98664,-0.75
10,6,18,0.75,2.98664,-0.75
10,6,19,0.875,2.98664,-0.75
10,6,20,1,2.98664,-0.75
10,6,21,1.125,2.98664,-0.75
10,6,22,1.25,2.98664,-0.75
10,6,23,1.375,2.98664,-0.75
10,6,24,1.5,2.98664,-0.75
10,7,0,-1.5,2.98664,-0.625
10,7,1,-1.375,2.98664,-0.625
10,7,2,-1.25,2.98664,-0.625
10,7,3,-1.125,2.98664,-0.625
10,7,4,-1,2.98664,-0.625
10,7,5,-0.875,2.98664,-0.625
10,7,6,-0.75,2.98664,-0.625
10,7,7,-0.625,2.98664,-0.625
10,7,8,-0.5,2.98664,-0.625
